ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
v_hillmariwest2392-meZD-1,,v_hillmariwest2392,meZD,äkän əδəržə,äkän əδəržə,,,fu-lab_russko-gornomarijskij_2020,,,,
v_hillmariwest2392-myZD-1,,v_hillmariwest2392,myZD,šə̑žarə̑n əδəržə,šə̑žarə̑n əδəržə,,,fu-lab_russko-gornomarijskij_2020,,,,
v_hillmariwest2392-mE-1,,v_hillmariwest2392,mE,βätə-marə̑,βätə-marə̑,,32,savatkova_slovar_2008,,,,
v_hillmariwest2392-mH-1,,v_hillmariwest2392,mH,marə̑,marə̑,,151,savatkova_slovar_2008,,,,
v_hillmariwest2392-mW-1,,v_hillmariwest2392,mW,βätə,βätə,,32,savatkova_slovar_2008,,,,
v_hillmariwest2392-mHF-1,,v_hillmariwest2392,mHF,oβə̑,oβə̑,,177,savatkova_slovar_2008,,,,
v_hillmariwest2392-mHF-2,,v_hillmariwest2392,mHF,ońə̑,ońə̑,,181,savatkova_slovar_2008,,,,
v_hillmariwest2392-mHM-1,,v_hillmariwest2392,mHM,kuβə̑,kuβə̑,,107,savatkova_slovar_2008,,,,
v_hillmariwest2392-mWF-1,,v_hillmariwest2392,mWF,oβə̑,oβə̑,,177,savatkova_slovar_2008,,,,
v_hillmariwest2392-mWF-2,,v_hillmariwest2392,mWF,ońə̑,ońə̑,,181,savatkova_slovar_2008,,,,
v_hillmariwest2392-mWF-3,,v_hillmariwest2392,mWF,šoŋgə̑marə̑,šoŋgə̑marə̑,,349,savatkova_slovar_2008,,,,
v_hillmariwest2392-mWM-1,,v_hillmariwest2392,mWM,kuβə̑,kuβə̑,,107,savatkova_slovar_2008,,,,
v_hillmariwest2392-mWM-2,,v_hillmariwest2392,mWM,šoŋgə̑βätə,šoŋgə̑βätə,,349,savatkova_slovar_2008,,,,
v_hillmariwest2392-meBW-1,,v_hillmariwest2392,meBW,jeŋgä,jeŋgä,,51,savatkova_slovar_2008,,,,
v_hillmariwest2392-myBW-1,,v_hillmariwest2392,myBW,šeškə,šeškə,,343,savatkova_slovar_2008,,,,
v_hillmariwest2392-meZH-1,,v_hillmariwest2392,meZH,kə̑rska,kə̑rska,,118,savatkova_slovar_2008,,,,
v_hillmariwest2392-myZH-1,,v_hillmariwest2392,myZH,βiŋgə,βiŋgə,,36,savatkova_slovar_2008,,,,
v_hillmariwest2392-mWeB-1,,v_hillmariwest2392,mWeB,ońə̑ska,ońə̑ska,,181,savatkova_slovar_2008,,,,
v_hillmariwest2392-mWyB-1,,v_hillmariwest2392,mWyB,pörə̑ž,pörə̑ž,,211,savatkova_slovar_2008,,,,
v_hillmariwest2392-mWeZ-1,,v_hillmariwest2392,mWeZ,ońaka,ońaka,,181,savatkova_slovar_2008,,,,
v_hillmariwest2392-mWyZ-1,,v_hillmariwest2392,mWyZ,nuδə̑,nuδə̑,,172,savatkova_slovar_2008,,,,
v_hillmariwest2392-mHeB-1,,v_hillmariwest2392,mHeB,ońə̑ska,ońə̑ska,,181,savatkova_slovar_2008,,,,
v_hillmariwest2392-mHyB-1,,v_hillmariwest2392,mHyB,pörə̑ž,pörə̑ž,,211,savatkova_slovar_2008,,,,
v_hillmariwest2392-mHeZ-1,,v_hillmariwest2392,mHeZ,ońaka,ońaka,,181,savatkova_slovar_2008,,,,
v_hillmariwest2392-mHyZ-1,,v_hillmariwest2392,mHyZ,nuδə̑,nuδə̑,,172,savatkova_slovar_2008,,,,
v_hillmariwest2392-mFW_notM-1,,v_hillmariwest2392,mFW_notM,äβäβel,äβäβel,,19,savatkova_slovar_2008,,,,
v_hillmariwest2392-mFW_notM-2,,v_hillmariwest2392,mFW_notM,βaraš äβä,βaraš äβä,,29,savatkova_slovar_2008,,,,
v_hillmariwest2392-mMH_notF-1,,v_hillmariwest2392,mMH_notF,ätʹaβel,ätʹaβel,,25,savatkova_slovar_2008,,,,
v_hillmariwest2392-mMH_notF-2,,v_hillmariwest2392,mMH_notF,βaraš ätʹa,βaraš ätʹa,,29,savatkova_slovar_2008,,,,
v_hillmariwest2392-mSW-1,,v_hillmariwest2392,mSW,šeškə,šeškə,,343,savatkova_slovar_2008,,,,
v_hillmariwest2392-mSWM-1,,v_hillmariwest2392,mSWM,"tə̑klacə̑, tə̑γə̑lacə̑",tə̑klacə̑,,284,savatkova_slovar_2008,,,,
v_hillmariwest2392-mSWM-2,,v_hillmariwest2392,mSWM,"tə̑klacə̑, tə̑γə̑lacə̑",tə̑γə̑lacə̑,,284,savatkova_slovar_2008,,,,
v_hillmariwest2392-mSWF-1,,v_hillmariwest2392,mSWF,tə̑klar,tə̑klar,,284,savatkova_slovar_2008,,,,
v_hillmariwest2392-mDH-1,,v_hillmariwest2392,mDH,βiŋgə,βiŋgə,,36,savatkova_slovar_2008,,,,
v_hillmariwest2392-mWZH-1,,v_hillmariwest2392,mWZH,pasana,pasana,,197,abramova_slovar_1990,,,,
v_hillmariwest2392-fG-1,,v_hillmariwest2392,fG,əzäk-šə̑žarak,əzäk-šə̑žarak,,384,savatkova_slovar_2008,,,,
v_hillmariwest2392-fB-1,,v_hillmariwest2392,fB,əzäk-šolʹak,əzäk-šolʹak,,384,savatkova_slovar_2008,,,,
v_hillmariwest2392-fB-2,,v_hillmariwest2392,fB,šümbel,šümbel,,360,savatkova_slovar_2008,,,,
v_hillmariwest2392-fZ-1,,v_hillmariwest2392,fZ,äkäk-šə̑žarak,äkäk-šə̑žarak,,21,savatkova_slovar_2008,,,,
v_hillmariwest2392-feB-1,,v_hillmariwest2392,feB,əzä,əzä,,384,savatkova_slovar_2008,,,,
v_hillmariwest2392-fyB-1,,v_hillmariwest2392,fyB,"šolʹa, šolʹə̑",šolʹa,,349,savatkova_slovar_2008,,,,
v_hillmariwest2392-fyB-2,,v_hillmariwest2392,fyB,"šolʹa, šolʹə̑",šolʹə̑,,349,savatkova_slovar_2008,,,,
v_hillmariwest2392-feZ-1,,v_hillmariwest2392,feZ,äkä,äkä,,21,savatkova_slovar_2008,,,,
v_hillmariwest2392-fyZ-1,,v_hillmariwest2392,fyZ,šə̑žar,šə̑žar,,362,savatkova_slovar_2008,,,,
v_hillmariwest2392-fP-1,,v_hillmariwest2392,fP,ätʹa-äβä,ätʹa-äβä,,25,savatkova_slovar_2008,,,,
v_hillmariwest2392-fF-1,,v_hillmariwest2392,fF,ätʹa,ätʹa,,25,savatkova_slovar_2008,,,,
v_hillmariwest2392-fM-1,,v_hillmariwest2392,fM,äβä,äβä,,19,savatkova_slovar_2008,,,,
v_hillmariwest2392-fC-1,,v_hillmariwest2392,fC,äzä,äzä,,20,savatkova_slovar_2008,,,,
v_hillmariwest2392-fC-2,,v_hillmariwest2392,fC,šačšə̑,šačšə̑,,337,savatkova_slovar_2008,,,,
v_hillmariwest2392-fC-3,,v_hillmariwest2392,fC,ərβezə,ərβezə,,388,savatkova_slovar_2008,,,,
v_hillmariwest2392-fC-4,,v_hillmariwest2392,fC,tʹetʹä,tʹetʹä,,269,savatkova_slovar_2008,,,,
v_hillmariwest2392-fS-1,,v_hillmariwest2392,fS,erγə,erγə,,393,savatkova_slovar_2008,,,,
v_hillmariwest2392-fD-1,,v_hillmariwest2392,fD,əδər,əδər,,383,savatkova_slovar_2008,,,,
v_hillmariwest2392-fA-1,,v_hillmariwest2392,fA,roδə̑,roδə̑,,235,savatkova_slovar_2008,,,,
v_hillmariwest2392-fFF-1,,v_hillmariwest2392,fFF,tʹotʹa,tʹotʹa,,430;295,abramova_slovar_1990; savatkova_slovar_2008,,,,
v_hillmariwest2392-fFM-1,,v_hillmariwest2392,fFM,papa,papa,,189,savatkova_slovar_2008,,,,
v_hillmariwest2392-fMF-1,,v_hillmariwest2392,fMF,tʹotʹa,tʹotʹa,,430;295,abramova_slovar_1990; savatkova_slovar_2008,,,,
v_hillmariwest2392-fMM-1,,v_hillmariwest2392,fMM,papa,papa,,189,savatkova_slovar_2008,,,,
v_hillmariwest2392-fMM-2,,v_hillmariwest2392,fMM,čəžə papa,čəžə papa,,329,savatkova_slovar_2008,,,,
v_hillmariwest2392-fCC-1,,v_hillmariwest2392,fCC,ə̑nə̑ka,ə̑nə̑ka,,379,savatkova_slovar_2008,,,,
v_hillmariwest2392-fSS-1,,v_hillmariwest2392,fSS,erγäš ə̑nə̑ka,erγäš ə̑nə̑ka,,379,savatkova_slovar_2008,,,,
v_hillmariwest2392-fSD-1,,v_hillmariwest2392,fSD,əδəräš ə̑nə̑ka,əδəräš ə̑nə̑ka,,379,savatkova_slovar_2008,,,,
v_hillmariwest2392-fDS-1,,v_hillmariwest2392,fDS,erγäš ə̑nə̑ka,erγäš ə̑nə̑ka,,379,savatkova_slovar_2008,,,,
v_hillmariwest2392-fDD-1,,v_hillmariwest2392,fDD,əδəräš ə̑nə̑ka,əδəräš ə̑nə̑ka,,379,savatkova_slovar_2008,,,,
v_hillmariwest2392-fMB-1,,v_hillmariwest2392,fMB,čəčə,čəčə,,329,savatkova_slovar_2008,,,,
v_hillmariwest2392-fMZ-1,,v_hillmariwest2392,fMZ,äkä,äkä,,21,savatkova_slovar_2008,,,,
v_hillmariwest2392-fMZ-2,,v_hillmariwest2392,fMZ,čəčə äkä,čəčə äkä,,329,savatkova_slovar_2008,,,,
v_hillmariwest2392-fFeB-1,,v_hillmariwest2392,fFeB,kuγuza,kuγuza,,107,savatkova_slovar_2008,,,,
v_hillmariwest2392-fFyB-1,,v_hillmariwest2392,fFyB,əzä,əzä,,384,savatkova_slovar_2008,,,,
v_hillmariwest2392-fFeZ-1,,v_hillmariwest2392,fFeZ,kuaka,kuaka,,107,savatkova_slovar_2008,,,,
v_hillmariwest2392-fFyZ-1,,v_hillmariwest2392,fFyZ,äkä,äkä,,21,savatkova_slovar_2008,,,,
v_hillmariwest2392-fMeZ-1,,v_hillmariwest2392,fMeZ,kuaka,kuaka,,107,savatkova_slovar_2008,,,,
v_hillmariwest2392-feBS-1,,v_hillmariwest2392,feBS,əzän erγəžə,əzän erγəžə,,,fu-lab_russko-gornomarijskij_2020,,,,
v_hillmariwest2392-fyBS-1,,v_hillmariwest2392,fyBS,šolʹan erγəžə,šolʹan erγəžə,,,fu-lab_russko-gornomarijskij_2020,,,,
v_hillmariwest2392-feBD-1,,v_hillmariwest2392,feBD,əzän əδəržə,əzän əδəržə,,,fu-lab_russko-gornomarijskij_2020,,,,
v_hillmariwest2392-fyBD-1,,v_hillmariwest2392,fyBD,šolʹan əδəržə,šolʹan əδəržə,,,fu-lab_russko-gornomarijskij_2020,,,,
v_hillmariwest2392-feZS-1,,v_hillmariwest2392,feZS,äkän erγəžə,äkän erγəžə,,,fu-lab_russko-gornomarijskij_2020,,,,
v_hillmariwest2392-fyZS-1,,v_hillmariwest2392,fyZS,šə̑žarə̑n erγəžə,šə̑žarə̑n erγəžə,,,fu-lab_russko-gornomarijskij_2020,,,,
v_hillmariwest2392-feZD-1,,v_hillmariwest2392,feZD,äkän əδəržə,äkän əδəržə,,,fu-lab_russko-gornomarijskij_2020,,,,
v_hillmariwest2392-fyZD-1,,v_hillmariwest2392,fyZD,šə̑žarə̑n əδəržə,šə̑žarə̑n əδəržə,,,fu-lab_russko-gornomarijskij_2020,,,,
v_hillmariwest2392-fE-1,,v_hillmariwest2392,fE,βätə-marə̑,βätə-marə̑,,32,savatkova_slovar_2008,,,,
v_hillmariwest2392-fH-1,,v_hillmariwest2392,fH,marə̑,marə̑,,151,savatkova_slovar_2008,,,,
v_hillmariwest2392-fW-1,,v_hillmariwest2392,fW,βätə,βätə,,32,savatkova_slovar_2008,,,,
v_hillmariwest2392-fHF-1,,v_hillmariwest2392,fHF,oβə̑,oβə̑,,177,savatkova_slovar_2008,,,,
v_hillmariwest2392-fHF-2,,v_hillmariwest2392,fHF,ońə̑,ońə̑,,181,savatkova_slovar_2008,,,,
v_hillmariwest2392-fHM-1,,v_hillmariwest2392,fHM,kuβə̑,kuβə̑,,107,savatkova_slovar_2008,,,,
v_hillmariwest2392-fWF-1,,v_hillmariwest2392,fWF,oβə̑,oβə̑,,177,savatkova_slovar_2008,,,,
v_hillmariwest2392-fWF-2,,v_hillmariwest2392,fWF,ońə̑,ońə̑,,181,savatkova_slovar_2008,,,,
v_hillmariwest2392-fWF-3,,v_hillmariwest2392,fWF,šoŋgə̑marə̑,šoŋgə̑marə̑,,349,savatkova_slovar_2008,,,,
v_hillmariwest2392-fWM-1,,v_hillmariwest2392,fWM,kuβə̑,kuβə̑,,107,savatkova_slovar_2008,,,,
v_hillmariwest2392-fWM-2,,v_hillmariwest2392,fWM,šoŋgə̑βätə,šoŋgə̑βätə,,349,savatkova_slovar_2008,,,,
v_hillmariwest2392-feBW-1,,v_hillmariwest2392,feBW,jeŋgä,jeŋgä,,51,savatkova_slovar_2008,,,,
v_hillmariwest2392-fyBW-1,,v_hillmariwest2392,fyBW,šeškə,šeškə,,343,savatkova_slovar_2008,,,,
v_hillmariwest2392-feZH-1,,v_hillmariwest2392,feZH,kə̑rska,kə̑rska,,118,savatkova_slovar_2008,,,,
v_hillmariwest2392-fyZH-1,,v_hillmariwest2392,fyZH,βiŋgə,βiŋgə,,36,savatkova_slovar_2008,,,,
v_hillmariwest2392-fWeB-1,,v_hillmariwest2392,fWeB,ońə̑ska,ońə̑ska,,181,savatkova_slovar_2008,,,,
v_hillmariwest2392-fWyB-1,,v_hillmariwest2392,fWyB,pörə̑ž,pörə̑ž,,211,savatkova_slovar_2008,,,,
v_hillmariwest2392-fWeZ-1,,v_hillmariwest2392,fWeZ,ońaka,ońaka,,181,savatkova_slovar_2008,,,,
v_hillmariwest2392-fWyZ-1,,v_hillmariwest2392,fWyZ,nuδə̑,nuδə̑,,172,savatkova_slovar_2008,,,,
v_hillmariwest2392-fHeB-1,,v_hillmariwest2392,fHeB,ońə̑ska,ońə̑ska,,181,savatkova_slovar_2008,,,,
v_hillmariwest2392-fHyB-1,,v_hillmariwest2392,fHyB,pörə̑ž,pörə̑ž,,211,savatkova_slovar_2008,,,,
v_hillmariwest2392-fHeZ-1,,v_hillmariwest2392,fHeZ,ońaka,ońaka,,181,savatkova_slovar_2008,,,,
v_hillmariwest2392-fHyZ-1,,v_hillmariwest2392,fHyZ,nuδə̑,nuδə̑,,172,savatkova_slovar_2008,,,,
v_hillmariwest2392-fFW_notM-1,,v_hillmariwest2392,fFW_notM,äβäβel,äβäβel,,19,savatkova_slovar_2008,,,,
v_hillmariwest2392-fFW_notM-2,,v_hillmariwest2392,fFW_notM,βaraš äβä,βaraš äβä,,29,savatkova_slovar_2008,,,,
v_hillmariwest2392-fMH_notF-1,,v_hillmariwest2392,fMH_notF,ätʹaβel,ätʹaβel,,25,savatkova_slovar_2008,,,,
v_hillmariwest2392-fMH_notF-2,,v_hillmariwest2392,fMH_notF,βaraš ätʹa,βaraš ätʹa,,29,savatkova_slovar_2008,,,,
v_hillmariwest2392-fSW-1,,v_hillmariwest2392,fSW,šeškə,šeškə,,343,savatkova_slovar_2008,,,,
v_hillmariwest2392-fSWM-1,,v_hillmariwest2392,fSWM,"tə̑klacə̑, tə̑γə̑lacə̑",tə̑klacə̑,,284,savatkova_slovar_2008,,,,
v_hillmariwest2392-fSWM-2,,v_hillmariwest2392,fSWM,"tə̑klacə̑, tə̑γə̑lacə̑",tə̑γə̑lacə̑,,284,savatkova_slovar_2008,,,,
v_hillmariwest2392-fSWF-1,,v_hillmariwest2392,fSWF,tə̑klar,tə̑klar,,284,savatkova_slovar_2008,,,,
v_hillmariwest2392-fDH-1,,v_hillmariwest2392,fDH,βiŋgə,βiŋgə,,36,savatkova_slovar_2008,,,,
v_hillmariwest2392-fWZH-1,,v_hillmariwest2392,fWZH,pasana,pasana,,197,abramova_slovar_1990,,,,
v_hungarianhung1274-mG-1,,v_hungarianhung1274,mG,testvér,testvér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mB-1,,v_hungarianhung1274,mB,fivér,fivér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mB-2,,v_hungarianhung1274,mB,fiútestvér,fiútestvér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mZ-1,,v_hungarianhung1274,mZ,lánytestvér,lánytestvér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-meB-1,,v_hungarianhung1274,meB,bátya,bátya,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-myB-1,,v_hungarianhung1274,myB,öcs,öcs,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-meZ-1,,v_hungarianhung1274,meZ,nővér,nővér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-meZ-2,,v_hungarianhung1274,meZ,néne,néne,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-myZ-1,,v_hungarianhung1274,myZ,húg,húg,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mP-1,,v_hungarianhung1274,mP,szülő,szülő,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mF-1,,v_hungarianhung1274,mF,apa,apa,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mF-2,,v_hungarianhung1274,mF,atya,atya,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mM-1,,v_hungarianhung1274,mM,anya,anya,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mC-1,,v_hungarianhung1274,mC,gyerek,gyerek,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mS-1,,v_hungarianhung1274,mS,fiú,fiú,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mD-1,,v_hungarianhung1274,mD,lány,lány,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mA-1,,v_hungarianhung1274,mA,ős,ős,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mPP-1,,v_hungarianhung1274,mPP,nagyszülők,nagyszülők,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFF-1,,v_hungarianhung1274,mFF,(apai) nagyapa,nagyapa,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFF-2,,v_hungarianhung1274,mFF,nagypapa,nagypapa,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFF-3,,v_hungarianhung1274,mFF,papa,papa,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFM-1,,v_hungarianhung1274,mFM,(apai) nagyanya,nagyanya,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFM-2,,v_hungarianhung1274,mFM,nagymama,nagymama,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFM-3,,v_hungarianhung1274,mFM,mami,mami,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFM-4,,v_hungarianhung1274,mFM,nagyi,nagyi,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMF-1,,v_hungarianhung1274,mMF,(anyai) nagyapa,nagyapa,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMF-2,,v_hungarianhung1274,mMF,nagypapa,nagypapa,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMF-3,,v_hungarianhung1274,mMF,papa,papa,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMM-1,,v_hungarianhung1274,mMM,(anyai) nagyanya,nagyanya,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMM-2,,v_hungarianhung1274,mMM,nagymama,nagymama,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMM-3,,v_hungarianhung1274,mMM,mami,mami,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMM-4,,v_hungarianhung1274,mMM,nagyi,nagyi,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mCC-1,,v_hungarianhung1274,mCC,unoka,unoka,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mSS-1,,v_hungarianhung1274,mSS,fiúunoka,fiúunoka,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mSD-1,,v_hungarianhung1274,mSD,leányunoka,leányunoka,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mDS-1,,v_hungarianhung1274,mDS,fiúunoka,fiúunoka,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mDD-1,,v_hungarianhung1274,mDD,leányunoka,leányunoka,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFB-1,,v_hungarianhung1274,mFB,nagybácsi,nagybácsi,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFB-2,,v_hungarianhung1274,mFB,nagybátya,nagybátya,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFZ-1,,v_hungarianhung1274,mFZ,nagynéni,nagynéni,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMB-1,,v_hungarianhung1274,mMB,nagybácsi,nagybácsi,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMB-2,,v_hungarianhung1274,mMB,nagybátya,nagybátya,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMZ-1,,v_hungarianhung1274,mMZ,nagynéni,nagynéni,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mBS-1,,v_hungarianhung1274,mBS,unokaöcs,unokaöcs,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mBD-1,,v_hungarianhung1274,mBD,unokahúg,unokahúg,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mZS-1,,v_hungarianhung1274,mZS,unokaöcs,unokaöcs,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mZD-1,,v_hungarianhung1274,mZD,unokahúg,unokahúg,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFZD-1,,v_hungarianhung1274,mFZD,unokatestvér,unokatestvér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFZD-2,,v_hungarianhung1274,mFZD,unokanővér,unokanővér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFBD-1,,v_hungarianhung1274,mFBD,unokatestvér,unokatestvér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFBD-2,,v_hungarianhung1274,mFBD,unokanővér,unokanővér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMBD-1,,v_hungarianhung1274,mMBD,unokatestvér,unokatestvér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMBD-2,,v_hungarianhung1274,mMBD,unokanővér,unokanővér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMZD-1,,v_hungarianhung1274,mMZD,unokatestvér,unokatestvér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMZD-2,,v_hungarianhung1274,mMZD,unokanővér,unokanővér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFBS-1,,v_hungarianhung1274,mFBS,unokatestvér,unokatestvér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFBS-2,,v_hungarianhung1274,mFBS,unokafivér,unokafivér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFBS-3,,v_hungarianhung1274,mFBS,unokabátya,unokabátya,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFZS-1,,v_hungarianhung1274,mFZS,unokatestvér,unokatestvér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFZS-2,,v_hungarianhung1274,mFZS,unokafivér,unokafivér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFZS-3,,v_hungarianhung1274,mFZS,unokabátya,unokabátya,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMBS-1,,v_hungarianhung1274,mMBS,unokatestvér,unokatestvér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMBS-2,,v_hungarianhung1274,mMBS,unokafivér,unokafivér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMBS-3,,v_hungarianhung1274,mMBS,unokabátya,unokabátya,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMZS-1,,v_hungarianhung1274,mMZS,unokatestvér,unokatestvér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMZS-2,,v_hungarianhung1274,mMZS,unokafivér,unokafivér,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMZS-3,,v_hungarianhung1274,mMZS,unokabátya,unokabátya,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mE-1,,v_hungarianhung1274,mE,házastárs,házastárs,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mH-1,,v_hungarianhung1274,mH,férj,férj,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mW-1,,v_hungarianhung1274,mW,nő,nő,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mW-2,,v_hungarianhung1274,mW,feleség,feleség,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mHF-1,,v_hungarianhung1274,mHF,após,após,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mHF-2,,v_hungarianhung1274,mHF,ipa,ipa,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mHM-1,,v_hungarianhung1274,mHM,anyós,anyós,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mHM-2,,v_hungarianhung1274,mHM,napa,napa,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mWF-1,,v_hungarianhung1274,mWF,após,após,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mWF-2,,v_hungarianhung1274,mWF,ipa,ipa,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mWM-1,,v_hungarianhung1274,mWM,anyós,anyós,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mWM-2,,v_hungarianhung1274,mWM,napa,napa,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mBW-1,,v_hungarianhung1274,mBW,ángy,ángy,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mZH-1,,v_hungarianhung1274,mZH,sógor,sógor,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mWB-1,,v_hungarianhung1274,mWB,sógor,sógor,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mWZ-1,,v_hungarianhung1274,mWZ,sógornő,sógornő,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mHB-1,,v_hungarianhung1274,mHB,sógor,sógor,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mHZ-1,,v_hungarianhung1274,mHZ,sógornő,sógornő,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFW_notM-1,,v_hungarianhung1274,mFW_notM,mostoha,mostoha,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mFW_notM-2,,v_hungarianhung1274,mFW_notM,mostohaanya,mostohaanya,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mMH_notF-1,,v_hungarianhung1274,mMH_notF,mostohaapa,mostohaapa,,,Papp_Jakab_1993; ErtSz,,,,
v_hungarianhung1274-mSW-1,,v_hungarianhung1274,mSW,meny,meny,,,Papp_Jakab_1993; ErtSz,,,,
