"","parameter","word","ipa","description","alternative","source_raw","source_bibtex","comment"
"127","fMeZS","bratan",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"128","fMyZS","bratan",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"129","fMeBD","sestrii",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"130","fMyBD","sestrii",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"131","fMeZD","sestrii",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"132","fMyZD","sestrii",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"133","fFBeS","bratan",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"134","fFByS","bratan",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"135","fFZeS","bratan",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"136","fFZyS","bratan",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"137","fFBeD","sestrii",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"138","fFByD","sestrii",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"139","fFZeD","sestrii",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"140","fFZyD","sestrii",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"141","fMBeS","bratan",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"142","fMByS","bratan",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"143","fMZeS","bratan",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"144","fMZyS","bratan",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"145","fMBeD","sestrii",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"146","fMByD","sestrii",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"147","fMZeD","sestrii",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"148","fMZyD","sestrii",NA,NA,"","UR1(114)","zaitseva_novyi_2007",""
"149","fH","mužik",NA,NA,"","UR1(239)","zaitseva_novyi_2007",""
"150","fW","ak",NA,NA,"","UR1(139)","zaitseva_novyi_2007","ak' meaning lit. woman. 'murz'ai|n' used in context of a 'young' wife."
"151","fHF","ap",NA,NA,"","UR1(407)","zaitseva_novyi_2007",""
"152","fHM","anop",NA,NA,"","UR1(407)","zaitseva_novyi_2007",""
"153","fWF","a|p’",NA,NA,"","UR1(447)","zaitseva_novyi_2007",""
"154","fWM","ano|p",NA,NA,"","UR1(447)","zaitseva_novyi_2007",""
"155","fHB","küdu",NA,NA,"","UR1(115)","zaitseva_novyi_2007",""
"156","fHZ","nado",NA,NA,"","UR1(164)","zaitseva_novyi_2007",""
"157","fFW(notM)","emindam",NA,NA,"","UR1(229)","zaitseva_novyi_2007",""
"158","fMH(notF)","ižindam",NA,NA,"","UR1(309)","zaitseva_novyi_2007",""
"159","fSW","mi|l’l’",NA,NA,"","UR1(258)","zaitseva_novyi_2007",""
"160","fDH","vävu",NA,NA,"","UR1(165)","zaitseva_novyi_2007",""
