"","parameter","word","ipa","description","alternative","source_raw","source_bibtex","comment"
"86","fZS","əepoeg",NA,NA,"","UR4","kunnap_estonian_2015",""
"87","fZD","wennatütar̃",NA,NA,"","UR4","kunnap_estonian_2015",""
"88","fZD","əetütar̃",NA,NA,"","UR4","kunnap_estonian_2015",""
"89","fFZD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015",""
"90","fFBD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015",""
"91","fMBD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015",""
"92","fMZD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015",""
"93","fFBS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015",""
"94","fFZS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015",""
"95","fMBS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015",""
"96","fMZS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015",""
"97","fH","mees",NA,NA,"","UR4","kunnap_estonian_2015",""
"98","fH","abikaasa",NA,NA,"","UR4","kunnap_estonian_2015",""
"99","fW","naine",NA,NA,"","UR4","kunnap_estonian_2015",""
"100","fW","abikaasa",NA,NA,"","UR4","kunnap_estonian_2015",""
"101","fHF","æi",NA,NA,"","UR4","kunnap_estonian_2015",""
"102","fHM","æmm",NA,NA,"","UR4","kunnap_estonian_2015",""
"103","fWF","æi",NA,NA,"","UR4","kunnap_estonian_2015",""
"104","fWM","æmm",NA,NA,"","UR4","kunnap_estonian_2015",""
"105","fSW","minia",NA,NA,"","UR4","kunnap_estonian_2015",""
"106","fSW","minia",NA,NA,"","UR4","kunnap_estonian_2015",""
"107","fDH","wæimees",NA,NA,"","UR4","kunnap_estonian_2015",""
"108","fDH","wæimees",NA,NA,"","UR4","kunnap_estonian_2015",""
"109","mP","(lapse)wanem",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"110","mC","laps",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"111","mA","esiwanem",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"112","mPP","wanawanem",NA,NA,"papa; taat","UR20","pajusalu_esto1258_2020",""
"113","mCC","lapselaps",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"114","mFZD","sətsetütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"115","mFBD","lelletütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"116","mMBD","onutütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"117","mMZD","tæditütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"118","mFBS","lellepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"119","mFZS","sətsepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"120","mMBS","onupoeg",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"121","mMZS","tædipoeg",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"122","mE","abikaasa",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"123","mBW","wennanaine",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"124","mZH","əemees",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"125","mWB","naisewend",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Nææl’ less used by younger generation of language speakers"
"126","mWZ","naiseəde",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Kæli’ less used by younger generation of language speakers"
"127","mHB","mehewend",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Küdi’ less used by younger generation of language speakers"
"128","mHZ","meheəde",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Nadu’ less used by younger generation of language speakers"
"129","mWB","nææl",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Nææl’ less used by younger generation of language speakers"
"130","mWZ","kæli",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Kæli’ less used by younger generation of language speakers"
"131","mHB","küdi",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Küdi’ less used by younger generation of language speakers"
"132","mHZ","nadu",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Nadu’ less used by younger generation of language speakers"
"133","mFW(notM)","kasuema",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"134","mMH(notF)","kasuisa",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"135","mSWM","minia ema",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Lang’ less used by younger generation of language speakers"
"136","mSWF","minia isa",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Lang’ less used by younger generation of language speakers"
"137","mDHM","wæimehe ema",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Lang’ less used by younger generation of language speakers"
"138","mDHF","wæimehe isa",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Lang’ less used by younger generation of language speakers"
"139","mFZH","isa əemees",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"140","mFZH","sətsemees",NA,NA,"","UR20","pajusalu_esto1258_2020","‘sətse’ also occasionally replaced with ‘tædi’"
"141","mFBW","isa wennanaine",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"142","mFBW","lellenaine",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"143","mMZH","tädimees",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"144","mMBW","onunaine",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"145","fP","(lapse)wanem",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"146","fC","laps",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"147","fA","esiwanem",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"148","fPP","wanawanem",NA,NA,"papa; taat","UR20","pajusalu_esto1258_2020",""
"149","fCC","lapselaps",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"150","fFZD","sətsetütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"151","fFBD","lelletütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"152","fMBD","onutütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"153","fMZD","tæditütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"154","fFBS","lellepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"155","fFZS","sətsepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"156","fMBS","onupoeg",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"157","fMZS","tædipoeg",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"158","fE","abikaasa",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"159","fBW","wennanaine",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"160","fZH","əemees",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"161","fWB","naisewend",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Nææl’ less used by younger generation of language speakers"
"162","fWZ","naiseəde",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Kæli’ less used by younger generation of language speakers"
"163","fHB","mehewend",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Küdi’ less used by younger generation of language speakers"
"164","fHZ","meheəde",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Nadu’ less used by younger generation of language speakers"
"165","fWB","nææl",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Nææl’ less used by younger generation of language speakers"
"166","fWZ","kæli",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Kæli’ less used by younger generation of language speakers"
"167","fHB","küdi",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Küdi’ less used by younger generation of language speakers"
"168","fHZ","nadu",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Nadu’ less used by younger generation of language speakers"
"169","fFW(notM)","kasuema",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"170","fMH(notF)","kasuisa",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"171","fSWM","minia ema",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Lang’ less used by younger generation of language speakers"
"172","fSWF","minia isa",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Lang’ less used by younger generation of language speakers"
"173","fDHM","wæimehe ema",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Lang’ less used by younger generation of language speakers"
"174","fDHF","wæimehe isa",NA,NA,"","UR20","pajusalu_esto1258_2020","‘Lang’ less used by younger generation of language speakers"
"175","fFZH","isa əemees",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"176","fFZH","sətsemees",NA,NA,"","UR20","pajusalu_esto1258_2020","‘sətse’ also occasionally replaced with ‘tædi’"
"177","fFBW","isa wennanaine",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"178","fFBW","lellenaine",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"179","fMZH","tädimees",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"180","fMBW","onunaine",NA,NA,"","UR20","pajusalu_esto1258_2020",""
"231","mFeB","lell",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"232","mFyB","lell",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"241","mFeZ","sətse",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"242","mFyZ","sətse",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"261","mMeZ","tædi",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"262","mMyZ","tædi",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"251","mMeB","onu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"252","mMyB","onu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"391","mFeBS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1181","mFeBS","lellepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"392","mFyBS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1182","mFyBS","lellepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"401","mFeZS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1191","mFeZS","sətsepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"402","mFyZS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1192","mFyZS","sətsepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"361","mFeBD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1151","mFeBD","lelletütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"362","mFyBD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1152","mFyBD","lelletütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"351","mFeZD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1141","mFeZD","sətsetütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"352","mFyZD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1142","mFyZD","sətsetütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"411","mMeBS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1201","mMeBS","onupoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"412","mMyBS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1202","mMyBS","onupoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"421","mMeZS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1211","mMeZS","tædipoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"422","mMyZS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1212","mMyZS","tædipoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"371","mMeBD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1161","mMeBD","onutütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"372","mMyBD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1162","mMyBD","onutütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"381","mMeZD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1171","mMeZD","tæditütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"382","mMyZD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1172","mMyZD","tæditütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"393","mFBeS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1183","mFBeS","lellepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"394","mFByS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1184","mFByS","lellepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"403","mFZeS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1193","mFZeS","sətsepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"404","mFZyS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1194","mFZyS","sətsepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"363","mFBeD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1153","mFBeD","lelletütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"364","mFByD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1154","mFByD","lelletütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"353","mFZeD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1143","mFZeD","sətsetütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"354","mFZyD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1144","mFZyD","sətsetütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"413","mMBeS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1203","mMBeS","onupoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"414","mMByS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1204","mMByS","onupoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"423","mMZeS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1213","mMZeS","tædipoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"424","mMZyS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1214","mMZyS","tædipoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"373","mMBeD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1163","mMBeD","onutütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"374","mMByD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1164","mMByD","onutütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"383","mMZeD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1173","mMZeD","tæditütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"384","mMZyD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1174","mMZyD","tæditütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"771","fFeB","lell",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"772","fFyB","lell",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"781","fFeZ","sətse",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"782","fFyZ","sətse",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"801","fMeZ","tædi",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"802","fMyZ","tædi",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"791","fMeB","onu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"792","fMyB","onu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"931","fFeBS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1541","fFeBS","lellepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"932","fFyBS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1542","fFyBS","lellepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"941","fFeZS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1551","fFeZS","sətsepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"942","fFyZS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1552","fFyZS","sətsepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"901","fFeBD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1511","fFeBD","lelletütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"902","fFyBD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1512","fFyBD","lelletütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"891","fFeZD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1501","fFeZD","sətsetütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"892","fFyZD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1502","fFyZD","sətsetütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"951","fMeBS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1561","fMeBS","onupoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"952","fMyBS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1562","fMyBS","onupoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"961","fMeZS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1571","fMeZS","tædipoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"962","fMyZS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1572","fMyZS","tædipoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"911","fMeBD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1521","fMeBD","onutütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"912","fMyBD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1522","fMyBD","onutütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"921","fMeZD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1531","fMeZD","tæditütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"922","fMyZD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1532","fMyZD","tæditütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"933","fFBeS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1543","fFBeS","lellepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"934","fFByS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1544","fFByS","lellepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"943","fFZeS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1553","fFZeS","sətsepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"944","fFZyS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1554","fFZyS","sətsepoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"903","fFBeD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1513","fFBeD","lelletütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"904","fFByD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1514","fFByD","lelletütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"893","fFZeD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1503","fFZeD","sətsetütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"894","fFZyD","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1504","fFZyD","sətsetütar̃",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
"953","fMBeS","nəbu",NA,NA,"","UR4","kunnap_estonian_2015","Inferred; "
"1563","fMBeS","onupoeg",NA,NA,"","UR20","pajusalu_esto1258_2020","Inferred; "
