"","parameter","word","ipa","description","alternative","source_raw","source_bibtex","comment"
"317","fMyBD","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"318","fMyBD","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"319","fMeZD","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"320","fMeZD","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"321","fMeZD","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"322","fMyZD","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"323","fMyZD","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"324","fMyZD","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"325","fFBeS","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"326","fFBeS","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"327","fFBeS","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"328","fFByS","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"329","fFByS","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"330","fFByS","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"331","fFZeS","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"332","fFZeS","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"333","fFZeS","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"334","fFZyS","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"335","fFZyS","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"336","fFZyS","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"337","fFBeD","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"338","fFBeD","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"339","fFBeD","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"340","fFByD","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"341","fFByD","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"342","fFByD","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"343","fFZeD","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"344","fFZeD","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"345","fFZeD","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"346","fFZyD","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"347","fFZyD","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"348","fFZyD","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"349","fMBeS","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"350","fMBeS","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"351","fMBeS","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"352","fMByS","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"353","fMByS","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"354","fMByS","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"355","fMZeS","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"356","fMZeS","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"357","fMZeS","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"358","fMZyS","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"359","fMZyS","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"360","fMZyS","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"361","fMBeD","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"362","fMBeD","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"363","fMBeD","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"364","fMByD","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"365","fMByD","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"366","fMByD","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"367","fMZeD","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"368","fMZeD","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"369","fMZeD","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"370","fMZyD","voga vok",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"371","fMZyD","bratan",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
"372","fMZyD","voga čoy",NA,NA,NA,"UR11","turkin_komi_2015","Inferred; NA"
